FN,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30,Schneider.Xr.A,Schneider.Xr.R,Schneider.Xr.N,Schneider.Xr.D,Schneider.Xr.C,Schneider.Xr.Q,Schneider.Xr.E,Schneider.Xr.G,Schneider.Xr.H,Schneider.Xr.I,Schneider.Xr.L,Schneider.Xr.K,Schneider.Xr.M,Schneider.Xr.F,Schneider.Xr.P,Schneider.Xr.S,Schneider.Xr.T,Schneider.Xr.W,Schneider.Xr.Y,Schneider.Xr.V,Grantham.Xr.A,Grantham.Xr.R,Grantham.Xr.N,Grantham.Xr.D,Grantham.Xr.C,Grantham.Xr.Q,Grantham.Xr.E,Grantham.Xr.G,Grantham.Xr.H,Grantham.Xr.I,Grantham.Xr.L,Grantham.Xr.K,Grantham.Xr.M,Grantham.Xr.F,Grantham.Xr.P,Grantham.Xr.S,Grantham.Xr.T,Grantham.Xr.W,Grantham.Xr.Y,Grantham.Xr.V,Schneider.Xd.1,Schneider.Xd.2,Schneider.Xd.3,Schneider.Xd.4,Schneider.Xd.5,Schneider.Xd.6,Schneider.Xd.7,Schneider.Xd.8,Schneider.Xd.9,Schneider.Xd.10,Schneider.Xd.11,Schneider.Xd.12,Schneider.Xd.13,Schneider.Xd.14,Schneider.Xd.15,Schneider.Xd.16,Schneider.Xd.17,Schneider.Xd.18,Schneider.Xd.19,Schneider.Xd.20,Schneider.Xd.21,Schneider.Xd.22,Schneider.Xd.23,Schneider.Xd.24,Schneider.Xd.25,Schneider.Xd.26,Schneider.Xd.27,Schneider.Xd.28,Schneider.Xd.29,Schneider.Xd.30,Grantham.Xd.1,Grantham.Xd.2,Grantham.Xd.3,Grantham.Xd.4,Grantham.Xd.5,Grantham.Xd.6,Grantham.Xd.7,Grantham.Xd.8,Grantham.Xd.9,Grantham.Xd.10,Grantham.Xd.11,Grantham.Xd.12,Grantham.Xd.13,Grantham.Xd.14,Grantham.Xd.15,Grantham.Xd.16,Grantham.Xd.17,Grantham.Xd.18,Grantham.Xd.19,Grantham.Xd.20,Grantham.Xd.21,Grantham.Xd.22,Grantham.Xd.23,Grantham.Xd.24,Grantham.Xd.25,Grantham.Xd.26,Grantham.Xd.27,Grantham.Xd.28,Grantham.Xd.29,Grantham.Xd.30,Class
P08506,10.36449741,3.886686528,4.404911399,5.44136114,0.259112435,4.404911399,4.923136269,9.587160103,1.036449741,4.404911399,9.846272539,6.736923316,3.109349223,5.95958601,3.627574093,6.477810881,7.514260622,2.072899482,2.072899482,7.514260622,0.025930541,0.024563689,0.024739154,0.026667942,0.024503648,0.024116618,0.02437007,0.024162239,0.023798432,0.024954827,0.024098373,0.025075455,0.02553656,0.02435397,0.023281475,0.025971696,0.023881702,0.024499112,0.02460874,0.024108664,0.024878109,0.02499589,0.024225295,0.023969372,0.024578305,0.02429271,0.024794589,0.025723511,0.025039221,0.025167657,0.100382545,0.037643454,0.042662582,0.052700836,0.002509564,0.042662582,0.047681709,0.092853854,0.010038255,0.042662582,0.095363418,0.065248654,0.030114764,0.057719963,0.035133891,0.062739091,0.072777345,0.020076509,0.020076509,0.072777345,3.63E-06,1.36E-06,1.54E-06,1.90E-06,9.06E-08,1.54E-06,1.72E-06,3.35E-06,3.63E-07,1.54E-06,3.44E-06,2.36E-06,1.09E-06,2.08E-06,1.27E-06,2.27E-06,2.63E-06,7.25E-07,7.25E-07,2.63E-06,0.035197035,0.034242377,0.034354506,0.03666329,0.03498557,0.033810801,0.034133426,0.032104254,0.031638751,0.033131424,0.032568346,0.033695007,0.03389407,0.033336772,0.031398762,0.03488665,0.033182991,0.033394167,0.032226807,0.033022081,0.032191264,0.032677265,0.031995383,0.031788525,0.033018264,0.032059215,0.033265303,0.033744421,0.03335385,0.031529858,0.035752577,0.034842668,0.035771355,0.035866478,0.034259172,0.034069588,0.033790111,0.03324776,0.032979892,0.033016524,0.033222103,0.03452259,0.03354771,0.03310156,0.032168468,0.035708206,0.03264274,0.033514749,0.031747123,0.03188136,0.032601903,0.033979405,0.031552754,0.031482273,0.032179951,0.031194612,0.032171087,0.03442386,0.032850141,0.031911186,2
P75908,6.689477015,5.886739773,7.759793337,4.54884437,2.140632645,3.746107128,6.154318854,4.28126529,1.873053564,11.50590047,12.57621679,4.54884437,3.478528048,7.492214257,2.943369887,8.294951498,6.957056096,1.605474484,5.351581612,13.11137495,0.022160193,0.025634273,0.024207935,0.02219665,0.022937176,0.024783626,0.023431317,0.023739244,0.024172379,0.025004889,0.025428292,0.02480759,0.025626537,0.023866095,0.025773597,0.025502302,0.025321971,0.025815725,0.024256194,0.02512335,0.026083652,0.025314916,0.023678158,0.024150123,0.025722594,0.022649364,0.023841203,0.024016396,0.023934589,0.023240588,0.060238606,0.053009973,0.069876783,0.040962252,0.019276354,0.033733619,0.055419518,0.038552708,0.01686681,0.103610403,0.11324858,0.040962252,0.031324075,0.067467239,0.026504987,0.074695872,0.06264815,0.014457265,0.048190885,0.118067668,1.92E-06,1.69E-06,2.23E-06,1.31E-06,6.15E-07,1.08E-06,1.77E-06,1.23E-06,5.38E-07,3.31E-06,3.61E-06,1.31E-06,9.99E-07,2.15E-06,8.46E-07,2.38E-06,2.00E-06,4.61E-07,1.54E-06,3.77E-06,0.032546128,0.03531566,0.033313452,0.032046914,0.032353441,0.034213887,0.032397016,0.032391402,0.034277972,0.03344653,0.033848442,0.033251863,0.034674025,0.032153574,0.035072149,0.034417388,0.034582583,0.034281008,0.032526108,0.034908746,0.034121164,0.03383682,0.03188245,0.032595784,0.034501182,0.030365437,0.032844036,0.032380253,0.032344067,0.030700975,0.033402779,0.035628104,0.035218938,0.033172219,0.031279325,0.034702568,0.0331881,0.033430136,0.032468865,0.034596677,0.035259808,0.033328042,0.034055625,0.033039011,0.035057689,0.033104062,0.034437211,0.035303537,0.033906959,0.033632601,0.033490729,0.031929903,0.03245097,0.032202747,0.034358385,0.030546107,0.031608442,0.030436158,0.032676856,0.032087371,2
P0AEP9,12.71938285,7.527798013,4.412847111,7.787377255,2.595792418,3.114950902,9.86401119,12.71938285,4.153267869,7.527798013,15.57475451,3.634109386,2.85537166,4.153267869,7.527798013,5.191584837,4.672426353,0.259579242,2.595792418,10.64274892,0.025842598,0.025642316,0.02437477,0.025696905,0.025844711,0.02605521,0.024198384,0.02317905,0.024257983,0.023450551,0.024351131,0.023195203,0.024868701,0.025974394,0.024518126,0.026388942,0.025786818,0.025569545,0.023377271,0.024516658,0.023837944,0.023566952,0.024520728,0.024666188,0.025305378,0.023813371,0.024432034,0.024961878,0.024530502,0.023696516,0.095719699,0.056650434,0.033208875,0.058603897,0.019534632,0.023441559,0.074231603,0.095719699,0.031255412,0.056650434,0.117207794,0.027348485,0.021488096,0.031255412,0.056650434,0.039069265,0.035162338,0.001953463,0.019534632,0.080091993,3.31E-06,1.96E-06,1.15E-06,2.03E-06,6.76E-07,8.11E-07,2.57E-06,3.31E-06,1.08E-06,1.96E-06,4.05E-06,9.46E-07,7.43E-07,1.08E-06,1.96E-06,1.35E-06,1.22E-06,6.76E-08,6.76E-07,2.77E-06,0.035972376,0.036059018,0.034042912,0.036421338,0.035775061,0.035002011,0.033323836,0.031901634,0.032728547,0.032442681,0.032720558,0.03193999,0.03343068,0.036092474,0.033144205,0.03527808,0.034143037,0.033446809,0.030546198,0.032430861,0.031528578,0.031544599,0.03201968,0.033007011,0.033253809,0.031552841,0.032785073,0.031702479,0.032754076,0.031056085,0.035629283,0.035373623,0.034049376,0.035067636,0.034047504,0.034969068,0.033590318,0.033285425,0.033606616,0.031858813,0.033327489,0.032883938,0.033510461,0.035359656,0.033535679,0.034994354,0.034163621,0.034148329,0.029958087,0.032489647,0.032466855,0.033000473,0.032931806,0.032152685,0.032456192,0.032506459,0.032722987,0.032271828,0.03167624,0.031965489,2
P0A8Q0,3.587010383,1.024860109,1.024860109,0.512430055,0,0.256215027,1.537290164,1.281075137,0.256215027,3.074580328,3.587010383,2.562150273,1.024860109,2.305935246,2.305935246,0.768645082,2.562150273,1.793505191,1.024860109,3.074580328,0.020945813,0.026750185,0.024161371,0.024136019,0.023175819,0.023175021,0.025040108,0.025756822,0.024391959,0.023524477,0.022650084,0.024531397,0.02436257,0.025525281,0.026800571,0.025064986,0.026666335,0.023938282,0.024201697,0.026534558,0.026428939,0.022261124,0.025589833,0.025496793,0.024220637,0.025314553,0.022683236,0.026142108,0.028672929,0.025641465,0.124590371,0.035597249,0.035597249,0.017798624,0,0.008899312,0.053395873,0.044496561,0.008899312,0.106791747,0.124590371,0.088993122,0.035597249,0.08009381,0.08009381,0.026697937,0.088993122,0.062295186,0.035597249,0.106791747,4.61E-06,1.32E-06,1.32E-06,6.58E-07,0,3.29E-07,1.97E-06,1.65E-06,3.29E-07,3.95E-06,4.61E-06,3.29E-06,1.32E-06,2.96E-06,2.96E-06,9.87E-07,3.29E-06,2.30E-06,1.32E-06,3.95E-06,0.031715426,0.037972084,0.039014481,0.033819101,0.035067825,0.032690824,0.0354827,0.036648268,0.035273803,0.032911742,0.03161066,0.033289563,0.031257804,0.033735186,0.036650399,0.034442957,0.035340645,0.030382152,0.032370352,0.032250881,0.033022644,0.03006221,0.03193232,0.030206096,0.029976316,0.029676725,0.029244924,0.031673732,0.032821658,0.030557207,0.032733344,0.039480397,0.035221161,0.035079981,0.036462273,0.033771815,0.033671762,0.040325966,0.036632933,0.031721754,0.03145841,0.033069466,0.031815655,0.035730214,0.037573983,0.030926425,0.035154799,0.033597503,0.033649784,0.032660994,0.03099463,0.029505374,0.031927882,0.031960652,0.030953437,0.030618795,0.027623801,0.030641662,0.032977836,0.032056987,2
P0AEK7,3.787655904,2.525103936,1.010041574,1.010041574,0.505020787,1.515062362,2.272593542,3.282635117,2.525103936,6.060249447,3.787655904,4.292676691,3.282635117,4.545187085,2.020083149,2.525103936,1.767572755,2.020083149,1.515062362,4.545187085,0.023532354,0.026114031,0.022840105,0.022507256,0.022964917,0.023763177,0.026412529,0.022612852,0.023160248,0.02590158,0.026894574,0.025234428,0.025300164,0.026039242,0.026267207,0.025918715,0.023827437,0.026017388,0.027699356,0.023061407,0.0255494,0.026848579,0.02512612,0.027009409,0.024239571,0.025521873,0.026247399,0.023055482,0.023976131,0.023846677,0.075022893,0.050015262,0.020006105,0.020006105,0.010003052,0.030009157,0.045013736,0.065019841,0.050015262,0.120036629,0.075022893,0.085025946,0.065019841,0.090027472,0.04001221,0.050015262,0.035010684,0.04001221,0.030009157,0.090027472,2.78E-06,1.85E-06,7.42E-07,7.42E-07,3.71E-07,1.11E-06,1.67E-06,2.41E-06,1.85E-06,4.45E-06,2.78E-06,3.15E-06,2.41E-06,3.34E-06,1.48E-06,1.85E-06,1.30E-06,1.48E-06,1.11E-06,3.34E-06,0.034932589,0.037368046,0.032775602,0.031951802,0.033702307,0.032078851,0.035675085,0.032058897,0.031638348,0.035420252,0.036398469,0.032784306,0.034271799,0.033987979,0.034271313,0.033986499,0.03119473,0.032690978,0.035195333,0.030526322,0.032756485,0.033928407,0.03308155,0.033094732,0.031487806,0.033075653,0.032948566,0.029425211,0.031692081,0.030598474,0.035344112,0.037019426,0.032690193,0.03435586,0.034201564,0.033969879,0.032809374,0.033062095,0.033415578,0.03351825,0.038210166,0.034543527,0.035418589,0.032351865,0.03458851,0.035278298,0.031319446,0.032638625,0.035178742,0.029856991,0.033594192,0.034152352,0.034695412,0.033034011,0.031479066,0.03280329,0.031424864,0.028932994,0.029969698,0.030142841,2
P56100,1.252109383,0,0,0.250421877,0.250421877,0.250421877,0.75126563,1.001687506,0.250421877,0.75126563,1.252109383,0.250421877,0.250421877,0.500843753,0,0.500843753,0.500843753,0.500843753,0.250421877,0.500843753,0.019576402,0.018097446,0.016259959,0.015902752,0.016833397,0.01734043,0.022513174,0.015891387,0.02091653,0.014212141,0.021141236,0.020673618,0.021282326,0.021428716,0.021762927,0.019676668,0.026927013,0.022686844,0.025579743,0.023516747,0.024965513,0.027025068,0.028294863,0.031628477,0.028165223,0.035057236,0.043083554,0.038790484,0.044274878,0.046073371,0.241360935,0,0,0.048272187,0.048272187,0.048272187,0.144816561,0.193088748,0.048272187,0.144816561,0.241360935,0.048272187,0.048272187,0.096544374,0,0.096544374,0.096544374,0.096544374,0.048272187,0.096544374,6.95E-06,0,0,1.39E-06,1.39E-06,1.39E-06,4.17E-06,5.56E-06,1.39E-06,4.17E-06,6.95E-06,1.39E-06,1.39E-06,2.78E-06,0,2.78E-06,2.78E-06,2.78E-06,1.39E-06,2.78E-06,0.04861351,0.047993459,0.03585535,0.039498452,0.034445276,0.041405391,0.044338501,0.033348657,0.039573722,0.026748835,0.036642563,0.035268104,0.033265074,0.035792615,0.030136655,0.028844186,0.034524123,0.029053369,0.028352046,0.027831161,0.02773031,0.029101873,0.026744496,0.027971473,0.023599534,0.023126278,0.024682004,0.020779241,0.018501629,0.017959928,0.049498992,0.050922283,0.045500154,0.041462121,0.039296744,0.041394848,0.053515759,0.039187495,0.048237905,0.037055616,0.042031298,0.04113493,0.041653653,0.036887017,0.026649187,0.025815783,0.036970413,0.02998447,0.026040813,0.024868127,0.024092683,0.029008459,0.027679683,0.024216943,0.019348563,0.020665247,0.022344008,0.0220082,0.017209595,0.015317618,2
P52073,7.042512089,6.071131111,1.942761956,3.156988178,1.699916711,4.856904889,5.585440622,9.470964534,1.457071467,3.885523911,10.19950027,1.942761956,2.428452445,2.671297689,5.342595378,5.342595378,3.399833422,1.942761956,1.942761956,4.614059645,0.025625271,0.027134651,0.025356854,0.025894182,0.025883718,0.024387501,0.023190239,0.023728433,0.024263249,0.024048128,0.026803672,0.02686836,0.024239997,0.025283289,0.025519936,0.024509998,0.024099631,0.023830382,0.025391871,0.027785034,0.025702573,0.025415548,0.025448564,0.024985152,0.025846373,0.025345979,0.025796593,0.02417234,0.025301676,0.025295563,0.081218936,0.070016324,0.022405224,0.036408489,0.019604571,0.05601306,0.064415019,0.109225466,0.016803918,0.044810448,0.117627425,0.022405224,0.02800653,0.030807183,0.061614366,0.061614366,0.039209142,0.022405224,0.022405224,0.053212407,2.81E-06,2.42E-06,7.75E-07,1.26E-06,6.78E-07,1.94E-06,2.23E-06,3.78E-06,5.81E-07,1.55E-06,4.07E-06,7.75E-07,9.69E-07,1.07E-06,2.13E-06,2.13E-06,1.36E-06,7.75E-07,7.75E-07,1.84E-06,0.034723899,0.037963575,0.034714673,0.034541661,0.035585389,0.033271955,0.032811878,0.032394781,0.031799191,0.032363123,0.035497939,0.035423314,0.031118226,0.033262403,0.033026586,0.032500219,0.032050041,0.031869484,0.033091194,0.03578721,0.033818995,0.032418103,0.032809347,0.032708437,0.033373659,0.032192421,0.031501402,0.031511557,0.031937192,0.031131493,0.035643839,0.037029071,0.035356481,0.036546799,0.035204215,0.035415344,0.033770563,0.032203106,0.03292851,0.032796149,0.034027206,0.034387123,0.032977725,0.032932278,0.032383007,0.032467683,0.033734802,0.030966722,0.032743524,0.0353627,0.033065791,0.033302152,0.031493995,0.031543772,0.033702712,0.031884646,0.031336547,0.030090137,0.031630967,0.033072339,2
P0AB58,9.863821949,7.28044001,2.113676132,5.871322589,1.409117421,6.341028396,7.045587106,4.931910974,1.878823228,3.28794065,11.27293937,4.462205167,3.99249936,2.583381939,1.174264518,4.227352264,4.227352264,1.174264518,3.522793553,4.697058071,0.025744498,0.027140657,0.023406548,0.025157069,0.026579045,0.024735394,0.023409566,0.027091855,0.025898345,0.024932397,0.026629274,0.023527293,0.026456149,0.025888241,0.026626544,0.024657586,0.023364763,0.026692291,0.026011561,0.025779635,0.024552792,0.024639567,0.026090746,0.025111086,0.026458577,0.026381287,0.026736287,0.024139316,0.024279547,0.027029178,0.094998478,0.070117925,0.020356817,0.056546713,0.013571211,0.06107045,0.067856056,0.047499239,0.018094948,0.031666159,0.10856969,0.042975502,0.038451765,0.024880554,0.011309343,0.040713634,0.040713634,0.011309343,0.033928028,0.045237371,3.76E-06,2.78E-06,8.07E-07,2.24E-06,5.38E-07,2.42E-06,2.69E-06,1.88E-06,7.17E-07,1.25E-06,4.30E-06,1.70E-06,1.52E-06,9.86E-07,4.48E-07,1.61E-06,1.61E-06,4.48E-07,1.34E-06,1.79E-06,0.035172348,0.035916025,0.032128136,0.033234083,0.034873752,0.033797428,0.030499312,0.035851458,0.034594747,0.033219534,0.034290701,0.031109506,0.034792488,0.033729597,0.035868625,0.031653497,0.030668898,0.033467767,0.033424728,0.033382334,0.032262281,0.03176745,0.033231224,0.031566659,0.033641852,0.033484844,0.034593764,0.030873637,0.031254371,0.033387087,0.03519721,0.03613118,0.032408624,0.032796013,0.036446357,0.034565951,0.031695,0.037222999,0.036097091,0.034523778,0.03393747,0.032600759,0.034720591,0.031730649,0.034347612,0.030483499,0.029991807,0.032968209,0.034171437,0.032157388,0.031458962,0.031814779,0.03263656,0.032864461,0.036113571,0.034493542,0.032473792,0.030391097,0.030990704,0.03256882,2
P69380,8.239184798,4.784042786,1.063120619,4.252482476,0.53156031,4.252482476,2.392021393,5.315603096,2.392021393,6.644503869,10.09964588,0.797340464,2.923581703,2.392021393,2.923581703,7.441844334,3.189361857,1.594680929,2.126241238,6.378723715,0.022706499,0.024372868,0.024495593,0.022952643,0.024613359,0.024763837,0.022125201,0.022895688,0.023302684,0.025789016,0.025160389,0.025388441,0.025463181,0.025348684,0.025328265,0.023628044,0.023797269,0.024483322,0.025352914,0.024530282,0.025737256,0.024838161,0.023155522,0.02373574,0.026583749,0.025134204,0.024318277,0.025049903,0.025083982,0.024084873,0.114454837,0.066457648,0.014768366,0.059073464,0.007384183,0.059073464,0.033228824,0.073841831,0.033228824,0.092302288,0.140299478,0.011076275,0.040613007,0.033228824,0.040613007,0.103378563,0.044305098,0.022152549,0.029536732,0.088610197,3.79E-06,2.20E-06,4.89E-07,1.96E-06,2.44E-07,1.96E-06,1.10E-06,2.44E-06,1.10E-06,3.06E-06,4.64E-06,3.67E-07,1.34E-06,1.10E-06,1.34E-06,3.42E-06,1.47E-06,7.33E-07,9.78E-07,2.93E-06,0.033729322,0.03346123,0.034825904,0.033082238,0.035584809,0.034653339,0.03186833,0.033032484,0.033270577,0.034943008,0.034479419,0.03481524,0.033236533,0.035648419,0.034062511,0.032298736,0.032096767,0.031509685,0.034250938,0.031267556,0.033350996,0.032996891,0.031403483,0.031394741,0.034023956,0.032845618,0.033055144,0.032062317,0.031782373,0.031275344,0.033439603,0.03511134,0.035296889,0.033842547,0.037095983,0.033264893,0.031080783,0.033694354,0.032878154,0.034847461,0.034182325,0.036720205,0.033542667,0.032702234,0.033079124,0.032604987,0.031271843,0.032781053,0.035012016,0.033504748,0.034255852,0.034134715,0.031477372,0.030327858,0.033685397,0.031530956,0.032960199,0.033166168,0.031016212,0.031491938,2
P76339,7.503518031,6.986034029,9.055970038,5.951066025,1.034968004,3.881130016,6.986034029,4.916098021,2.587420011,11.64339005,16.30074607,5.951066025,1.811194008,2.846162012,3.363646014,9.055970038,6.209808026,0.776226003,3.104904013,6.986034029,0.024566539,0.025893869,0.023560586,0.023665153,0.025527516,0.024494776,0.023264237,0.025600154,0.023662865,0.02259835,0.025161309,0.025160887,0.02390698,0.024947621,0.024575435,0.02413817,0.025379746,0.023796812,0.026265713,0.027466739,0.024642061,0.023911151,0.025754749,0.024361032,0.024371277,0.026394567,0.025229638,0.022978772,0.024324209,0.025657086,0.062011599,0.057734937,0.074841585,0.049181613,0.008553324,0.032074965,0.057734937,0.040628289,0.02138331,0.096224895,0.134714853,0.049181613,0.014968317,0.023521641,0.027798303,0.074841585,0.051319944,0.006414993,0.025659972,0.057734937,2.21E-06,2.06E-06,2.67E-06,1.76E-06,3.05E-07,1.14E-06,2.06E-06,1.45E-06,7.63E-07,3.43E-06,4.81E-06,1.76E-06,5.34E-07,8.40E-07,9.92E-07,2.67E-06,1.83E-06,2.29E-07,9.16E-07,2.06E-06,0.03457352,0.035302141,0.033725167,0.032696316,0.034803493,0.033609742,0.031546003,0.035434194,0.032472965,0.031199515,0.033882955,0.034604042,0.033324908,0.033919694,0.031972624,0.032002452,0.0337108,0.030999929,0.034729479,0.035119485,0.032543942,0.032940188,0.034557066,0.032764847,0.031348308,0.033981723,0.032897762,0.031535802,0.032786075,0.032876532,0.03489175,0.036176155,0.034006107,0.033407094,0.035551488,0.034484309,0.032959551,0.036280959,0.032061879,0.031609566,0.033275285,0.032245758,0.033829028,0.033816892,0.0328804,0.033120028,0.034435018,0.032570445,0.032590946,0.03490513,0.03364876,0.032350959,0.033324699,0.032722152,0.03112986,0.033080873,0.032443773,0.031278422,0.031406109,0.033516531,2
P43341,7.245210075,3.622605038,1.690549018,3.381098035,0.724521008,1.690549018,3.139591033,3.381098035,2.89808403,2.89808403,6.520689068,2.89808403,1.93205602,3.139591033,2.415070025,2.173563023,2.173563023,0.96602801,0.96602801,4.105619043,0.022942162,0.027019149,0.027431451,0.026407613,0.023779201,0.026277665,0.024149504,0.024741534,0.025530053,0.023704883,0.026786591,0.024376915,0.025252197,0.02631732,0.026958764,0.026682768,0.024655289,0.024840846,0.026603279,0.025297522,0.025593904,0.023186886,0.024494316,0.024862062,0.02772529,0.025094782,0.026534581,0.02405903,0.02360258,0.023584863,0.116347384,0.058173692,0.027147723,0.054295446,0.011634738,0.027147723,0.0504172,0.054295446,0.046538953,0.046538953,0.104712645,0.046538953,0.031025969,0.0504172,0.038782461,0.034904215,0.034904215,0.015512984,0.015512984,0.065930184,4.50E-06,2.25E-06,1.05E-06,2.10E-06,4.50E-07,1.05E-06,1.95E-06,2.10E-06,1.80E-06,1.80E-06,4.05E-06,1.80E-06,1.20E-06,1.95E-06,1.50E-06,1.35E-06,1.35E-06,5.99E-07,5.99E-07,2.55E-06,0.031600036,0.036312487,0.039051256,0.036622189,0.032828723,0.035835347,0.032514588,0.034722278,0.034247387,0.032088589,0.036608891,0.032601854,0.033300239,0.034576435,0.035273818,0.034963496,0.030842251,0.03168898,0.033222906,0.03221603,0.033245362,0.030807352,0.030726544,0.030620523,0.033990805,0.033466367,0.03253451,0.030766982,0.029072191,0.029773339,0.031621537,0.035682667,0.037495821,0.036738928,0.033708296,0.036774027,0.033770927,0.033978214,0.034349085,0.034523684,0.035436698,0.032308936,0.032843436,0.033367669,0.03521405,0.034108557,0.032079588,0.03464466,0.032604976,0.031824493,0.031893808,0.030479385,0.031960845,0.030800754,0.033541235,0.033352397,0.032930795,0.031235634,0.029924893,0.030803856,2
P0AD70,9.864417207,5.97056831,3.893848898,4.672618677,0.77876978,4.932208604,2.855489192,8.566467575,1.038359706,4.413028751,8.826057501,4.413028751,3.893848898,3.115079118,7.008928016,7.008928016,7.268517942,1.038359706,3.893848898,6.489748163,0.023166728,0.025351742,0.023600873,0.023358458,0.024534817,0.024048968,0.025069825,0.023355975,0.023503496,0.023476576,0.025242142,0.024634786,0.024979728,0.024798122,0.025057741,0.025975896,0.025552622,0.024917359,0.022864489,0.02537422,0.026067096,0.025722281,0.023997452,0.024081722,0.024843063,0.025476735,0.024107757,0.026208668,0.02512275,0.025917985,0.103089965,0.062396558,0.040693407,0.048832089,0.008138681,0.051544983,0.029841832,0.089525496,0.010851575,0.046119195,0.09223839,0.046119195,0.040693407,0.032554726,0.073248133,0.073248133,0.075961027,0.010851575,0.040693407,0.067822346,3.69E-06,2.23E-06,1.46E-06,1.75E-06,2.91E-07,1.84E-06,1.07E-06,3.20E-06,3.88E-07,1.65E-06,3.30E-06,1.65E-06,1.46E-06,1.17E-06,2.62E-06,2.62E-06,2.72E-06,3.88E-07,1.46E-06,2.43E-06,0.033695263,0.035982727,0.034381992,0.032285119,0.035125926,0.034595074,0.034153694,0.031313972,0.03169287,0.033117837,0.034255541,0.033030527,0.033711995,0.033559984,0.03363428,0.035950686,0.032881506,0.033419661,0.03083219,0.03411257,0.03397455,0.033474938,0.031053108,0.031615273,0.033247888,0.033309905,0.031228341,0.032945273,0.032281361,0.032423055,0.032549105,0.036288505,0.034573158,0.033771763,0.037317968,0.035274401,0.034637184,0.032616102,0.031985953,0.033610945,0.03377122,0.034859029,0.032899284,0.033058501,0.032438041,0.035134533,0.033379527,0.034844292,0.031777505,0.033384051,0.03295502,0.032192575,0.03189286,0.031146084,0.031575106,0.03335178,0.032444691,0.031989856,0.032658343,0.031622521,2
P33650,20.2770018,9.316460289,8.220406137,9.042446751,3.288162455,7.398365523,8.768433213,16.16679874,3.288162455,15.61877166,27.12734025,6.028297834,7.946392599,10.41251444,7.946392599,14.52271751,11.23455505,2.466121841,6.302311372,16.44081227,0.024030821,0.023806743,0.023242915,0.024306187,0.023986827,0.02458176,0.023028915,0.02524861,0.024877305,0.02432387,0.023492877,0.023972282,0.023864101,0.02353072,0.02506474,0.024114117,0.024640221,0.02615695,0.023871427,0.025462032,0.025211948,0.024731384,0.024861405,0.024132551,0.023995384,0.023329341,0.023770473,0.024902743,0.0233184,0.022129413,0.105947277,0.048678479,0.042951599,0.047246759,0.01718064,0.038656439,0.045815039,0.084471478,0.01718064,0.081608038,0.141740276,0.031497839,0.041519879,0.054405358,0.041519879,0.075881158,0.058700518,0.01288548,0.032929559,0.085903198,3.31E-06,1.52E-06,1.34E-06,1.48E-06,5.37E-07,1.21E-06,1.43E-06,2.64E-06,5.37E-07,2.55E-06,4.43E-06,9.84E-07,1.30E-06,1.70E-06,1.30E-06,2.37E-06,1.83E-06,4.03E-07,1.03E-06,2.68E-06,0.033872959,0.032852564,0.033374722,0.033746797,0.033025698,0.033180665,0.031805431,0.034768233,0.034413694,0.034007149,0.032757388,0.033081199,0.032616492,0.0328109,0.034123043,0.03346736,0.033281146,0.034884419,0.032826873,0.034787724,0.034160031,0.034331616,0.033537253,0.033010308,0.03313984,0.031605522,0.032765032,0.033708034,0.032198689,0.0304275,0.035231589,0.034831115,0.032179764,0.032834574,0.033182932,0.034811034,0.032625522,0.034510869,0.035022837,0.033675213,0.032103576,0.032634126,0.033204533,0.033400623,0.033925683,0.032435231,0.033338363,0.034207643,0.033223782,0.034266493,0.033736708,0.033112927,0.034240726,0.032904417,0.032852153,0.032412484,0.032949952,0.03288239,0.031289791,0.031972905,2
