FN,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30,Schneider.Xr.A,Schneider.Xr.R,Schneider.Xr.N,Schneider.Xr.D,Schneider.Xr.C,Schneider.Xr.Q,Schneider.Xr.E,Schneider.Xr.G,Schneider.Xr.H,Schneider.Xr.I,Schneider.Xr.L,Schneider.Xr.K,Schneider.Xr.M,Schneider.Xr.F,Schneider.Xr.P,Schneider.Xr.S,Schneider.Xr.T,Schneider.Xr.W,Schneider.Xr.Y,Schneider.Xr.V,Grantham.Xr.A,Grantham.Xr.R,Grantham.Xr.N,Grantham.Xr.D,Grantham.Xr.C,Grantham.Xr.Q,Grantham.Xr.E,Grantham.Xr.G,Grantham.Xr.H,Grantham.Xr.I,Grantham.Xr.L,Grantham.Xr.K,Grantham.Xr.M,Grantham.Xr.F,Grantham.Xr.P,Grantham.Xr.S,Grantham.Xr.T,Grantham.Xr.W,Grantham.Xr.Y,Grantham.Xr.V,Schneider.Xd.1,Schneider.Xd.2,Schneider.Xd.3,Schneider.Xd.4,Schneider.Xd.5,Schneider.Xd.6,Schneider.Xd.7,Schneider.Xd.8,Schneider.Xd.9,Schneider.Xd.10,Schneider.Xd.11,Schneider.Xd.12,Schneider.Xd.13,Schneider.Xd.14,Schneider.Xd.15,Schneider.Xd.16,Schneider.Xd.17,Schneider.Xd.18,Schneider.Xd.19,Schneider.Xd.20,Schneider.Xd.21,Schneider.Xd.22,Schneider.Xd.23,Schneider.Xd.24,Schneider.Xd.25,Schneider.Xd.26,Schneider.Xd.27,Schneider.Xd.28,Schneider.Xd.29,Schneider.Xd.30,Grantham.Xd.1,Grantham.Xd.2,Grantham.Xd.3,Grantham.Xd.4,Grantham.Xd.5,Grantham.Xd.6,Grantham.Xd.7,Grantham.Xd.8,Grantham.Xd.9,Grantham.Xd.10,Grantham.Xd.11,Grantham.Xd.12,Grantham.Xd.13,Grantham.Xd.14,Grantham.Xd.15,Grantham.Xd.16,Grantham.Xd.17,Grantham.Xd.18,Grantham.Xd.19,Grantham.Xd.20,Grantham.Xd.21,Grantham.Xd.22,Grantham.Xd.23,Grantham.Xd.24,Grantham.Xd.25,Grantham.Xd.26,Grantham.Xd.27,Grantham.Xd.28,Grantham.Xd.29,Grantham.Xd.30,Class
O31099,10.27729995,7.451042463,3.597054982,3.853987481,0.256932499,6.937177466,5.909447471,6.680244967,0.256932499,4.367852478,9.506502453,3.853987481,0.770797496,1.541594992,4.881717476,6.423312468,8.478772458,0.770797496,2.312392489,10.02036745,0.027170035,0.025550597,0.02432098,0.026253326,0.024084695,0.024924552,0.024291705,0.024967489,0.023999974,0.026261893,0.023719025,0.024692761,0.02480019,0.023512616,0.025992645,0.02330284,0.024407661,0.024002154,0.025428257,0.02511686,0.023825106,0.025625891,0.023527351,0.023874094,0.0249829,0.025429543,0.024301207,0.025296624,0.024879262,0.024525267,0.107411385,0.077873254,0.037593985,0.040279269,0.002685285,0.072502685,0.061761546,0.0698174,0.002685285,0.045649838,0.099355531,0.040279269,0.008055854,0.016111708,0.051020408,0.067132115,0.088614392,0.008055854,0.024167562,0.1047261,4.22E-06,3.06E-06,1.48E-06,1.58E-06,1.05E-07,2.85E-06,2.43E-06,2.74E-06,1.05E-07,1.79E-06,3.90E-06,1.58E-06,3.16E-07,6.33E-07,2.00E-06,2.64E-06,3.48E-06,3.16E-07,9.49E-07,4.11E-06,0.036845789,0.03533605,0.034239514,0.036633948,0.034109913,0.033271627,0.033653998,0.035135145,0.032566346,0.035438353,0.03207934,0.033423456,0.034001084,0.032445242,0.034687313,0.033043792,0.031947547,0.031507445,0.032178994,0.033045471,0.031552851,0.032952706,0.031961151,0.031353772,0.032824685,0.033846434,0.032698668,0.031487653,0.032126898,0.030919532,0.036782791,0.035076627,0.03532147,0.035904668,0.033298376,0.033563134,0.032992226,0.035735412,0.034161795,0.035527181,0.031557096,0.032528877,0.034439897,0.03207749,0.035676289,0.032324295,0.032043187,0.032169058,0.03147655,0.033379913,0.032854214,0.034484706,0.031178649,0.032887884,0.032580479,0.031182225,0.033096104,0.032710653,0.031436415,0.031552233,1
Q88N31,31.77353253,10.86989271,10.86989271,10.31246231,0.836145593,14.21447508,14.77190548,25.08436779,1.951006384,18.95263344,30.10124135,11.14860791,8.36145593,16.16548146,14.21447508,19.23134864,16.44419666,2.787151977,6.689164744,27.87151977,0.023292675,0.023401831,0.023189959,0.023288679,0.023831942,0.024343767,0.022767018,0.023073906,0.023654166,0.023807571,0.023843138,0.025031652,0.024472923,0.024658928,0.024521827,0.023773447,0.023862162,0.023472463,0.023735928,0.024414811,0.023518763,0.024980855,0.025079609,0.024882142,0.02515475,0.024686128,0.024158099,0.023173453,0.024576457,0.024635755,0.122179355,0.0417982,0.0417982,0.039654703,0.003215246,0.054659185,0.056802683,0.096457385,0.007502241,0.072878913,0.115748863,0.042869949,0.032152462,0.062161426,0.054659185,0.073950662,0.063233175,0.010717487,0.025721969,0.107174873,4.06E-06,1.39E-06,1.39E-06,1.32E-06,1.07E-07,1.82E-06,1.89E-06,3.20E-06,2.49E-07,2.42E-06,3.85E-06,1.42E-06,1.07E-06,2.06E-06,1.82E-06,2.46E-06,2.10E-06,3.56E-07,8.54E-07,3.56E-06,0.032336965,0.034173697,0.032136793,0.031716996,0.033125452,0.033695011,0.032373304,0.032774751,0.033003762,0.033156764,0.032478979,0.034132648,0.034437102,0.034162667,0.033445637,0.032804563,0.032715585,0.032312406,0.032630832,0.033417054,0.032627221,0.034155204,0.034691455,0.033660878,0.035027358,0.034488461,0.033407239,0.032654114,0.034133523,0.03305183,0.03364134,0.033353287,0.03230369,0.033056775,0.033046062,0.034068312,0.032938527,0.032573853,0.033014753,0.033272938,0.032487491,0.034537649,0.033994237,0.033385045,0.03363715,0.031769062,0.033152718,0.032431056,0.033198539,0.034324177,0.03301989,0.034505104,0.035097188,0.033484495,0.034567252,0.032971114,0.032811876,0.033125389,0.033428534,0.032802459,1
P0A140,14.81991323,5.292826153,6.086750076,7.93923923,0.529282615,7.409956615,4.763543538,10.58565231,1.058565231,9.262445768,15.61383715,8.733163153,4.763543538,5.822108769,9.527087076,10.05636969,6.351391384,4.234260923,5.557467461,9.791728384,0.02272284,0.023189575,0.024537374,0.023248799,0.023280385,0.023825915,0.023125579,0.024423203,0.02525256,0.025670124,0.024986008,0.02235197,0.024310961,0.024252308,0.02589569,0.024590948,0.023941126,0.025205199,0.0254528,0.025418396,0.024938167,0.025689367,0.026130914,0.024565237,0.026247574,0.024723494,0.025430886,0.023459713,0.024009842,0.024481738,0.106814133,0.038147905,0.04387009,0.057221857,0.00381479,0.053407066,0.034333114,0.076295809,0.007629581,0.066758833,0.112536319,0.062944043,0.034333114,0.041962695,0.068666228,0.072481019,0.045777486,0.030518324,0.0400553,0.070573624,3.62E-06,1.29E-06,1.49E-06,1.94E-06,1.29E-07,1.81E-06,1.16E-06,2.59E-06,2.59E-07,2.26E-06,3.81E-06,2.13E-06,1.16E-06,1.42E-06,2.33E-06,2.46E-06,1.55E-06,1.03E-06,1.36E-06,2.39E-06,0.031499263,0.032367992,0.034147056,0.032285101,0.03217826,0.033917093,0.03272155,0.033789488,0.034976979,0.034514135,0.03471741,0.030659643,0.033594972,0.032744176,0.034612759,0.033010649,0.032304118,0.033700704,0.034223908,0.033453036,0.033672253,0.03463673,0.034302623,0.033949258,0.034676808,0.032759663,0.033625585,0.03118389,0.032300194,0.031567311,0.032157274,0.03194423,0.034767348,0.032167857,0.033806421,0.034521305,0.032839308,0.033112601,0.034281483,0.034408241,0.034079909,0.031689848,0.034601921,0.032526984,0.034858379,0.033921451,0.034033695,0.035237806,0.033306016,0.03287969,0.034057998,0.034816755,0.033514928,0.031118557,0.034180437,0.032417055,0.033845032,0.030513719,0.032137755,0.032255934,1
A5WBB7,14.82049591,5.293034253,5.822337678,7.939551379,0.529303425,7.410247954,4.763730827,10.58606851,1.058606851,9.262809942,15.61445105,8.733506517,4.763730827,5.822337678,9.527461655,10.32141679,6.351641103,4.234427402,5.557685965,9.792113368,0.022722771,0.023175326,0.02455889,0.023226115,0.023247214,0.023860407,0.023127284,0.024456659,0.025288033,0.025672352,0.024985595,0.022333765,0.024265555,0.024272837,0.025880695,0.024592338,0.023956236,0.02521175,0.025419028,0.0254414,0.024958399,0.025665989,0.026118289,0.024547359,0.026292473,0.024772035,0.02541057,0.023453519,0.023994854,0.024440551,0.106847671,0.038159883,0.041975871,0.057239824,0.003815988,0.053423836,0.034343894,0.076319765,0.007631977,0.066779794,0.112571653,0.062963806,0.034343894,0.041975871,0.068687789,0.074411771,0.045791859,0.030527906,0.040067877,0.070595783,3.62E-06,1.29E-06,1.42E-06,1.94E-06,1.29E-07,1.81E-06,1.16E-06,2.59E-06,2.59E-07,2.26E-06,3.81E-06,2.13E-06,1.16E-06,1.42E-06,2.33E-06,2.52E-06,1.55E-06,1.03E-06,1.36E-06,2.39E-06,0.031479258,0.032376482,0.034163046,0.032234169,0.032140034,0.033980651,0.032730181,0.033822439,0.034985557,0.034511864,0.034717363,0.030628469,0.033553249,0.032767751,0.03461484,0.033021198,0.032310842,0.033718528,0.034191658,0.033481422,0.033707742,0.034604557,0.034277396,0.033928978,0.034717909,0.032808697,0.033607231,0.031170624,0.032302808,0.031537061,0.032145502,0.031944126,0.034773756,0.032143207,0.0337791,0.034556448,0.032840153,0.033176632,0.034301418,0.034419425,0.034068146,0.031664972,0.034568578,0.032567116,0.034827564,0.03393433,0.034024541,0.035256866,0.033281959,0.032896392,0.034092638,0.034792313,0.033498311,0.031098635,0.034207968,0.032458989,0.033819104,0.030496865,0.032137666,0.032227217,1
Q88LQ8,8.807200249,4.403600125,3.108423617,2.072282412,0.259035301,2.849388316,4.403600125,6.993953139,1.554211809,4.921670728,8.807200249,1.81324711,3.62649422,4.921670728,2.072282412,3.62649422,3.367458919,1.036141206,0.777105904,6.993953139,0.023437136,0.023794083,0.023339678,0.022364256,0.023476776,0.025676043,0.024353103,0.022065768,0.024861698,0.026097316,0.025052223,0.02428267,0.024816903,0.02504883,0.025466977,0.024523916,0.025183215,0.026761418,0.025562398,0.025927373,0.023831736,0.024373192,0.026649966,0.025732398,0.023114829,0.024853231,0.025771657,0.025543474,0.024317062,0.024685371,0.124303014,0.062151507,0.043871652,0.029247768,0.003655971,0.040215681,0.062151507,0.098711217,0.021935826,0.069463449,0.124303014,0.025591797,0.051183594,0.069463449,0.029247768,0.051183594,0.047527623,0.014623884,0.010967913,0.098711217,4.35E-06,2.18E-06,1.54E-06,1.02E-06,1.28E-07,1.41E-06,2.18E-06,3.46E-06,7.68E-07,2.43E-06,4.35E-06,8.96E-07,1.79E-06,2.43E-06,1.02E-06,1.79E-06,1.66E-06,5.12E-07,3.84E-07,3.46E-06,0.033467847,0.033524458,0.032918537,0.031440987,0.033583064,0.035444686,0.033530866,0.031315785,0.033951715,0.035640232,0.034268071,0.033976476,0.03330305,0.033127119,0.033777799,0.032472374,0.033219539,0.034937945,0.034072788,0.033978486,0.031474525,0.032936268,0.034770994,0.032813729,0.031287054,0.032465485,0.034018403,0.031971708,0.03129856,0.03135548,0.03457273,0.036850288,0.034381424,0.031404263,0.035488583,0.036395101,0.033557377,0.030607706,0.033646238,0.036017265,0.033068439,0.035548084,0.032873433,0.033740617,0.032404226,0.033510681,0.033408837,0.034415688,0.033557326,0.033869951,0.032161588,0.032253445,0.035305817,0.032787543,0.031363789,0.030147668,0.034058671,0.032421115,0.030441343,0.029740638,1
A5W758,8.75804782,4.636613552,3.091075701,1.803127492,0.257589642,2.575896418,4.636613552,6.954920327,1.545537851,4.894203193,8.75804782,1.803127492,3.606254985,4.894203193,2.060717134,3.606254985,3.348665343,1.030358567,0.772768925,6.954920327,0.023116525,0.024128604,0.023448565,0.022291237,0.023599863,0.025447104,0.024232891,0.021959649,0.024996688,0.026152949,0.025107152,0.024266026,0.024869105,0.025106984,0.025586069,0.024643532,0.025309168,0.026885656,0.025688171,0.026020364,0.023851657,0.024203513,0.026787116,0.025837538,0.023223051,0.024836732,0.025922566,0.025660001,0.024433995,0.024797888,0.123630428,0.065451403,0.043634269,0.025453323,0.003636189,0.036361891,0.065451403,0.098177104,0.021817134,0.069087592,0.123630428,0.025453323,0.050906647,0.069087592,0.029089512,0.050906647,0.047270458,0.014544756,0.010908567,0.098177104,4.36E-06,2.31E-06,1.54E-06,8.98E-07,1.28E-07,1.28E-06,2.31E-06,3.46E-06,7.70E-07,2.44E-06,4.36E-06,8.98E-07,1.80E-06,2.44E-06,1.03E-06,1.80E-06,1.67E-06,5.13E-07,3.85E-07,3.46E-06,0.032742717,0.033789085,0.033035277,0.031181584,0.033684579,0.035085363,0.033210429,0.03098977,0.034089513,0.035809949,0.034432156,0.033748157,0.033457711,0.033226109,0.033887012,0.032574167,0.033341954,0.035080044,0.034198812,0.034044959,0.031312303,0.03257755,0.034899853,0.032900265,0.03136718,0.032631555,0.034150205,0.03207018,0.031381318,0.031464055,0.034479394,0.036721276,0.034431999,0.031390721,0.03532054,0.036382562,0.033481415,0.030472217,0.033549807,0.036152529,0.033131876,0.035478885,0.033037061,0.033711769,0.03234033,0.03340416,0.033580848,0.03454082,0.033601922,0.033901219,0.03223147,0.032132436,0.035280867,0.032857988,0.031397622,0.030229998,0.03411291,0.032542863,0.03031831,0.029784054,1
O31100,28.26065843,12.34688961,9.877511686,12.62126493,0.823125974,15.09064285,13.99314155,23.87065324,2.743753246,17.56002077,31.00441168,9.877511686,10.15188701,14.81626753,13.44439091,17.8343961,13.99314155,2.469377921,8.505635063,28.53503376,0.024171708,0.024216282,0.023193576,0.023507649,0.024183086,0.02535745,0.02333187,0.023599533,0.023892552,0.024515595,0.023882743,0.02419661,0.024948603,0.023967865,0.023964223,0.023147907,0.024463789,0.023779341,0.024008112,0.024382899,0.024294963,0.024657071,0.024609719,0.024890871,0.025021977,0.024788717,0.024208112,0.023806459,0.024701319,0.023934075,0.10815005,0.047250022,0.037800017,0.048300022,0.003150001,0.057750027,0.053550025,0.091350042,0.010500005,0.067200031,0.118650055,0.037800017,0.038850018,0.056700026,0.051450024,0.068250032,0.053550025,0.009450004,0.032550015,0.10920005,3.66E-06,1.60E-06,1.28E-06,1.63E-06,1.07E-07,1.95E-06,1.81E-06,3.09E-06,3.55E-07,2.27E-06,4.01E-06,1.28E-06,1.31E-06,1.92E-06,1.74E-06,2.31E-06,1.81E-06,3.20E-07,1.10E-06,3.69E-06,0.032507781,0.034212578,0.032369809,0.031900939,0.033910114,0.034430608,0.032189515,0.033166455,0.033614773,0.032791046,0.032460624,0.033652104,0.034854394,0.033039811,0.032518291,0.031939093,0.03395914,0.032911899,0.032526941,0.033998868,0.03343306,0.033632198,0.034217197,0.034324606,0.034017795,0.033696537,0.032942751,0.033416157,0.033797394,0.032517525,0.034621322,0.033520812,0.032759572,0.03384905,0.033962521,0.03462596,0.033135706,0.032591718,0.033380743,0.032551138,0.03295685,0.033835568,0.034477041,0.03257559,0.033091478,0.031868409,0.033711279,0.03309987,0.032943389,0.033654055,0.033233522,0.03418731,0.034251211,0.03367127,0.034422076,0.033009553,0.032145933,0.032937924,0.033225008,0.031704086,1
Q88D04,23.06424166,14.72185638,6.134106824,8.34238528,2.45364273,6.379471097,11.28675656,13.98576356,5.152649732,9.323842372,26.00861293,5.888742551,6.134106824,8.833113826,13.74039929,12.75894219,9.078478099,7.606292462,5.152649732,14.23112783,0.023945263,0.025289267,0.024960671,0.024554589,0.026238583,0.023669057,0.02493003,0.024567776,0.024396025,0.024729772,0.024438023,0.024480997,0.025241792,0.024590279,0.02531301,0.024007241,0.025249982,0.024538699,0.024876081,0.025718479,0.026079959,0.02563727,0.025160189,0.026145881,0.026055592,0.026057429,0.027353112,0.025478292,0.025390361,0.025542026,0.108023984,0.068951479,0.028729783,0.039072505,0.011491913,0.029878974,0.052862801,0.065503905,0.024133018,0.04366927,0.12181428,0.027580592,0.028729783,0.041370887,0.064354714,0.059757948,0.042520079,0.035624931,0.024133018,0.066653096,3.80E-06,2.43E-06,1.01E-06,1.38E-06,4.05E-07,1.05E-06,1.86E-06,2.31E-06,8.50E-07,1.54E-06,4.29E-06,9.71E-07,1.01E-06,1.46E-06,2.27E-06,2.10E-06,1.50E-06,1.25E-06,8.50E-07,2.35E-06,0.032577504,0.034154114,0.033566923,0.033356234,0.035297052,0.03219754,0.03348667,0.033715002,0.03256219,0.032932715,0.032937513,0.032888795,0.033198362,0.032732116,0.033521913,0.03186752,0.033628149,0.032363681,0.032879953,0.034181092,0.034540798,0.033783765,0.032346406,0.033413844,0.033600149,0.033610477,0.034751102,0.033067368,0.032415721,0.033276141,0.033092159,0.034680819,0.033487847,0.033377386,0.034032928,0.032806911,0.03420941,0.032735393,0.033354796,0.03460671,0.032068769,0.032098001,0.03362865,0.034271121,0.033633875,0.03219419,0.033652616,0.032970729,0.032065409,0.033895157,0.033667406,0.032958084,0.031888056,0.033444582,0.033292029,0.033833912,0.035045352,0.032917,0.032136114,0.033954548,1
A5WA99,16.32450416,6.192053302,3.940397556,5.066225429,0.844370905,3.377483619,5.347682397,19.98344475,3.377483619,10.69536479,29.55298167,3.940397556,4.78476846,7.599338143,7.880795111,8.443709048,6.754967238,3.377483619,1.68874181,14.07284841,0.023938125,0.024096756,0.024153358,0.024043953,0.02387307,0.023397814,0.024431552,0.025240659,0.02372624,0.024105001,0.024986302,0.024103353,0.023607115,0.024591868,0.023348928,0.02352658,0.022885811,0.023684503,0.024897502,0.024099106,0.025289723,0.023407107,0.023532168,0.023777077,0.023990022,0.024553906,0.023026256,0.023383708,0.023329405,0.023516064,0.118045149,0.044775746,0.028493657,0.036634702,0.006105784,0.024423134,0.038669963,0.144503545,0.024423134,0.077339925,0.213702426,0.028493657,0.03459944,0.054952052,0.056987313,0.061057836,0.048846269,0.024423134,0.012211567,0.10176306,3.65E-06,1.38E-06,8.81E-07,1.13E-06,1.89E-07,7.55E-07,1.20E-06,4.47E-06,7.55E-07,2.39E-06,6.61E-06,8.81E-07,1.07E-06,1.70E-06,1.76E-06,1.89E-06,1.51E-06,7.55E-07,3.78E-07,3.15E-06,0.035071176,0.034027676,0.033821909,0.034394475,0.034283593,0.032996428,0.034529599,0.035285652,0.033327792,0.032830515,0.034873667,0.033370607,0.032869037,0.034578995,0.032458487,0.032480051,0.032290452,0.032476087,0.033712278,0.033520428,0.034575705,0.032657456,0.032871825,0.0327702,0.032351727,0.032727906,0.030795135,0.031844159,0.032040462,0.032131255,0.034315457,0.035465651,0.034348447,0.034801888,0.034737733,0.033145441,0.034261002,0.036335179,0.033003661,0.03369451,0.035990088,0.034536235,0.033245218,0.033639646,0.031920316,0.031462211,0.032463997,0.032227495,0.033843479,0.032321964,0.035006935,0.032145727,0.0321101,0.032319415,0.032053794,0.033865699,0.029755169,0.031798276,0.031737627,0.033447578,1
Q9R9Y4,8.946486614,5.96432441,1.739594619,4.22472979,0.248513517,2.982162205,5.218783858,8.44945958,0.994054068,3.976216273,13.66824344,2.982162205,1.988108137,2.485135171,4.473243307,4.721756824,2.236621654,1.491081102,1.491081102,6.461351444,0.024532389,0.026241919,0.023754198,0.023642433,0.023666881,0.025446997,0.02378629,0.024935167,0.025982826,0.024469938,0.02492471,0.025327757,0.024893597,0.026137049,0.026450463,0.024203997,0.02746549,0.024142004,0.024543074,0.025234752,0.025419096,0.024217573,0.023884831,0.02648969,0.0264969,0.025494722,0.024828997,0.026390783,0.02439196,0.024089999,0.106497338,0.070998226,0.020707816,0.05029041,0.002958259,0.035499113,0.062123447,0.10058082,0.011833038,0.04733215,0.162704267,0.035499113,0.023666075,0.029582594,0.053248669,0.056206929,0.026624335,0.017749556,0.017749556,0.076914744,3.85E-06,2.57E-06,7.49E-07,1.82E-06,1.07E-07,1.28E-06,2.25E-06,3.64E-06,4.28E-07,1.71E-06,5.88E-06,1.28E-06,8.55E-07,1.07E-06,1.92E-06,2.03E-06,9.62E-07,6.42E-07,6.42E-07,2.78E-06,0.034611726,0.035876771,0.032090795,0.032181303,0.032319228,0.034272757,0.031580999,0.034158853,0.036065892,0.033339833,0.03342199,0.033134861,0.032831927,0.035073875,0.033826996,0.031732453,0.03562091,0.031473379,0.033344966,0.03270934,0.032850404,0.031798487,0.031348065,0.034969456,0.0346351,0.033776334,0.032435205,0.032926114,0.0321662,0.030467523,0.035249983,0.036070901,0.033436189,0.033127209,0.033276743,0.035340063,0.032687172,0.034202561,0.035868917,0.034156944,0.034055786,0.031331679,0.032812561,0.034379662,0.032019188,0.032124132,0.035892646,0.031024431,0.03419683,0.031886069,0.033783558,0.032026342,0.031122883,0.034283231,0.035774058,0.032321913,0.031074507,0.032385431,0.033163929,0.030924374,1
Q88FD8,9.479883472,2.666217226,1.777478151,1.481231792,0,4.443695377,1.481231792,4.147449019,0.888739075,1.481231792,8.294898038,0.592492717,0.592492717,0.888739075,4.739941736,3.258709943,2.666217226,0.296246358,1.481231792,4.147449019,0.023773881,0.023624123,0.026054136,0.024497408,0.020274559,0.022023183,0.024326843,0.020927684,0.021967161,0.020199928,0.022950704,0.023099218,0.022924036,0.022633243,0.025912043,0.025825717,0.023535946,0.021466915,0.022918676,0.023582111,0.025629795,0.022978432,0.025161934,0.023041302,0.024267242,0.022375355,0.025955938,0.025135328,0.024759469,0.021931328,0.234153875,0.065855777,0.043903852,0.036586543,0,0.109759629,0.036586543,0.10244232,0.021951926,0.036586543,0.204884641,0.014634617,0.014634617,0.021951926,0.117076937,0.080490394,0.065855777,0.007317309,0.036586543,0.10244232,7.81E-06,2.20E-06,1.46E-06,1.22E-06,0,3.66E-06,1.22E-06,3.42E-06,7.32E-07,1.22E-06,6.83E-06,4.88E-07,4.88E-07,7.32E-07,3.90E-06,2.68E-06,2.20E-06,2.44E-07,1.22E-06,3.42E-06,0.034555655,0.035252566,0.038369586,0.036148054,0.03155734,0.032700968,0.035308157,0.032172363,0.034572192,0.031145354,0.033155215,0.031875818,0.034204514,0.034174729,0.036478993,0.035939515,0.033418167,0.030171071,0.031165475,0.033969216,0.033962068,0.032265625,0.032435011,0.031481584,0.031096446,0.031413796,0.032709173,0.033219181,0.029480613,0.028284244,0.03671867,0.037787366,0.038778775,0.034929995,0.031694362,0.036572317,0.038935496,0.032347593,0.030137134,0.030740035,0.033051787,0.032903092,0.032495921,0.033562153,0.038032132,0.034989546,0.033742002,0.029811128,0.03166011,0.031901266,0.032693213,0.03004577,0.033211362,0.032482259,0.033629389,0.030418226,0.031552767,0.033606676,0.032989723,0.02857949,1
Q88BW8,8.838794773,1.17850597,2.651638432,2.651638432,0.294626492,2.651638432,2.062385447,7.071035819,2.946264924,7.660288803,11.7850597,2.35701194,3.240891417,7.365662311,3.535517909,4.714023879,3.535517909,2.35701194,1.473132462,6.776409326,0.024511807,0.021517999,0.023581901,0.021462719,0.022525127,0.023217918,0.02353427,0.022880405,0.02553456,0.022745049,0.024650179,0.022062931,0.024845715,0.023197994,0.024806397,0.023362224,0.023710857,0.023000421,0.022618799,0.02389493,0.024484371,0.023761131,0.023522948,0.024066998,0.024658487,0.023917479,0.022578463,0.024124204,0.023184141,0.023413086,0.132067361,0.017608981,0.039620208,0.039620208,0.004402245,0.039620208,0.030815718,0.105653889,0.044022454,0.11445838,0.176089815,0.035217963,0.048424699,0.110056134,0.052826944,0.070435926,0.052826944,0.035217963,0.022011227,0.101251643,3.93E-06,5.24E-07,1.18E-06,1.18E-06,1.31E-07,1.18E-06,9.17E-07,3.14E-06,1.31E-06,3.41E-06,5.24E-06,1.05E-06,1.44E-06,3.28E-06,1.57E-06,2.10E-06,1.57E-06,1.05E-06,6.55E-07,3.01E-06,0.035159068,0.032397628,0.03532644,0.031890873,0.032822306,0.033883995,0.033552414,0.033728186,0.036051344,0.032869586,0.034357525,0.031459019,0.035698865,0.032696709,0.035561906,0.034314424,0.033261779,0.032927678,0.031489537,0.034325137,0.034166623,0.033463918,0.030615124,0.032081408,0.033038009,0.033040855,0.030111165,0.031953518,0.03107426,0.032278457,0.035743851,0.032272448,0.033054382,0.032429228,0.032521616,0.035227134,0.033986506,0.032807742,0.035883665,0.034044937,0.034396018,0.03166625,0.03593375,0.032961601,0.036089194,0.03422657,0.034237561,0.032506995,0.032333171,0.03215843,0.033129071,0.03325919,0.033396672,0.031649874,0.034127631,0.031450385,0.031240232,0.03203583,0.031513244,0.033716691,1
A5WBA9,8.845357082,1.179380944,2.653607125,2.653607125,0.294845236,2.653607125,2.063916652,7.076285665,2.948452361,7.371130902,11.79380944,2.358761888,3.243297597,7.371130902,3.538142833,4.717523777,3.538142833,2.358761888,1.47422618,7.076285665,0.024511318,0.021496361,0.023561663,0.021493141,0.022524513,0.023219696,0.023537518,0.022923958,0.025518453,0.022811925,0.024664906,0.022109848,0.024837932,0.023153686,0.024793854,0.02332753,0.02372658,0.023001303,0.022582975,0.023944115,0.024467151,0.023725564,0.023500768,0.024021749,0.024612699,0.023908809,0.022586307,0.024084896,0.023140895,0.023364649,0.132185541,0.017624739,0.039655662,0.039655662,0.004406185,0.039655662,0.030843293,0.105748433,0.044061847,0.110154617,0.176247388,0.035249478,0.048468032,0.110154617,0.052874216,0.070498955,0.052874216,0.035249478,0.022030923,0.105748433,3.94E-06,5.25E-07,1.18E-06,1.18E-06,1.31E-07,1.18E-06,9.19E-07,3.15E-06,1.31E-06,3.28E-06,5.25E-06,1.05E-06,1.44E-06,3.28E-06,1.57E-06,2.10E-06,1.57E-06,1.05E-06,6.56E-07,3.15E-06,0.035175436,0.032382606,0.035315933,0.031926788,0.032804535,0.033896365,0.033576161,0.033786967,0.036037335,0.032943028,0.034388077,0.031515962,0.035697818,0.032630519,0.03556736,0.034282167,0.033297543,0.032933346,0.031454752,0.034387619,0.034189166,0.033423797,0.030585588,0.032057149,0.032979908,0.033029737,0.030124784,0.031910159,0.03103745,0.032255762,0.035755578,0.032245122,0.033028289,0.032470959,0.032524732,0.035229412,0.034018241,0.032899605,0.03586702,0.034162448,0.034452333,0.03175424,0.035938625,0.032888871,0.036092031,0.034160598,0.034281305,0.032511544,0.032264214,0.032247195,0.033167746,0.033191694,0.033375476,0.031634426,0.03405674,0.03143516,0.031249331,0.031965774,0.031436551,0.033694608,1
