FN,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30,Schneider.Xr.A,Schneider.Xr.R,Schneider.Xr.N,Schneider.Xr.D,Schneider.Xr.C,Schneider.Xr.Q,Schneider.Xr.E,Schneider.Xr.G,Schneider.Xr.H,Schneider.Xr.I,Schneider.Xr.L,Schneider.Xr.K,Schneider.Xr.M,Schneider.Xr.F,Schneider.Xr.P,Schneider.Xr.S,Schneider.Xr.T,Schneider.Xr.W,Schneider.Xr.Y,Schneider.Xr.V,Grantham.Xr.A,Grantham.Xr.R,Grantham.Xr.N,Grantham.Xr.D,Grantham.Xr.C,Grantham.Xr.Q,Grantham.Xr.E,Grantham.Xr.G,Grantham.Xr.H,Grantham.Xr.I,Grantham.Xr.L,Grantham.Xr.K,Grantham.Xr.M,Grantham.Xr.F,Grantham.Xr.P,Grantham.Xr.S,Grantham.Xr.T,Grantham.Xr.W,Grantham.Xr.Y,Grantham.Xr.V,Schneider.Xd.1,Schneider.Xd.2,Schneider.Xd.3,Schneider.Xd.4,Schneider.Xd.5,Schneider.Xd.6,Schneider.Xd.7,Schneider.Xd.8,Schneider.Xd.9,Schneider.Xd.10,Schneider.Xd.11,Schneider.Xd.12,Schneider.Xd.13,Schneider.Xd.14,Schneider.Xd.15,Schneider.Xd.16,Schneider.Xd.17,Schneider.Xd.18,Schneider.Xd.19,Schneider.Xd.20,Schneider.Xd.21,Schneider.Xd.22,Schneider.Xd.23,Schneider.Xd.24,Schneider.Xd.25,Schneider.Xd.26,Schneider.Xd.27,Schneider.Xd.28,Schneider.Xd.29,Schneider.Xd.30,Grantham.Xd.1,Grantham.Xd.2,Grantham.Xd.3,Grantham.Xd.4,Grantham.Xd.5,Grantham.Xd.6,Grantham.Xd.7,Grantham.Xd.8,Grantham.Xd.9,Grantham.Xd.10,Grantham.Xd.11,Grantham.Xd.12,Grantham.Xd.13,Grantham.Xd.14,Grantham.Xd.15,Grantham.Xd.16,Grantham.Xd.17,Grantham.Xd.18,Grantham.Xd.19,Grantham.Xd.20,Grantham.Xd.21,Grantham.Xd.22,Grantham.Xd.23,Grantham.Xd.24,Grantham.Xd.25,Grantham.Xd.26,Grantham.Xd.27,Grantham.Xd.28,Grantham.Xd.29,Grantham.Xd.30,Class
P0AEX7,10.59069476,3.148584927,2.289879947,1.431174967,0.572469987,2.003644954,2.862349934,9.445754782,0.572469987,9.445754782,9.445754782,1.431174967,5.438464875,4.579759894,1.71740996,6.297169855,4.007289908,1.144939974,4.007289908,7.728344822,0.023205006,0.024240312,0.020981027,0.020832776,0.02366185,0.02348887,0.021838435,0.022252045,0.024705593,0.023083992,0.022478554,0.024031397,0.025910947,0.025496447,0.02507601,0.023368656,0.024587989,0.024997487,0.024284748,0.025942088,0.02484171,0.024710826,0.023777332,0.024578759,0.021681159,0.022711341,0.024897285,0.023311664,0.024679616,0.024111085,0.160404127,0.047687714,0.034681973,0.021676233,0.008670493,0.030346727,0.043352467,0.143063141,0.008670493,0.143063141,0.143063141,0.021676233,0.082369687,0.069363947,0.02601148,0.095375427,0.060693454,0.017340987,0.060693454,0.117051661,4.55E-06,1.35E-06,9.83E-07,6.14E-07,2.46E-07,8.60E-07,1.23E-06,4.06E-06,2.46E-07,4.06E-06,4.06E-06,6.14E-07,2.33E-06,1.97E-06,7.37E-07,2.70E-06,1.72E-06,4.92E-07,1.72E-06,3.32E-06,0.034330939,0.035310668,0.030658793,0.030945553,0.034615353,0.033778534,0.032808198,0.032776307,0.03537841,0.033251066,0.031989828,0.03313969,0.034871819,0.034330554,0.034788242,0.032940139,0.033456495,0.034295231,0.033800269,0.034406681,0.03384017,0.033570698,0.032805593,0.033107,0.030059489,0.029959312,0.033677358,0.032579621,0.031692439,0.032500304,0.035962998,0.036036359,0.032101898,0.032054883,0.034053504,0.033636011,0.034043612,0.031347682,0.036077733,0.034186512,0.031959379,0.032458539,0.03601408,0.034985038,0.034469313,0.032912835,0.032427794,0.034198124,0.033232588,0.03340584,0.035575734,0.033662799,0.032048272,0.03387847,0.026964221,0.031692822,0.034281954,0.031731825,0.032999885,0.031599173,1
P0AD14,12.7337131,8.754427759,5.570999483,5.305713793,1.856999828,7.693285,7.693285,11.14199897,3.183428276,11.14199897,18.56999828,5.570999483,5.305713793,6.101570862,5.305713793,8.223856379,8.754427759,0.795857069,4.244571035,10.87671328,0.02394296,0.024804766,0.02509092,0.022056027,0.025299089,0.025536995,0.025200926,0.02503337,0.024538396,0.024903592,0.024012573,0.024227948,0.024729938,0.024520388,0.025095945,0.025221181,0.025790898,0.022630852,0.025350833,0.0250623,0.025510463,0.02297836,0.024950541,0.024804149,0.025574745,0.02432911,0.023528289,0.022586614,0.023591294,0.023810847,0.088495142,0.06084041,0.038716624,0.036872976,0.012905541,0.053465815,0.053465815,0.077433249,0.022123785,0.077433249,0.129055415,0.038716624,0.036872976,0.042403922,0.036872976,0.057153112,0.06084041,0.005530946,0.029498381,0.0755896,3.14E-06,2.16E-06,1.38E-06,1.31E-06,4.58E-07,1.90E-06,1.90E-06,2.75E-06,7.86E-07,2.75E-06,4.58E-06,1.38E-06,1.31E-06,1.51E-06,1.31E-06,2.03E-06,2.16E-06,1.96E-07,1.05E-06,2.69E-06,0.032278586,0.034609469,0.03393197,0.030810949,0.03478516,0.034409401,0.035431735,0.034310932,0.033232864,0.032905111,0.033221382,0.033372993,0.034793742,0.033510879,0.033905647,0.033579454,0.035483677,0.030986776,0.034185693,0.034183344,0.033962624,0.03180154,0.032969852,0.03386331,0.034026242,0.032012641,0.031690675,0.030833119,0.031789404,0.031277181,0.034346776,0.037446882,0.034806744,0.032617622,0.035053052,0.035515817,0.03517974,0.034014392,0.031795242,0.032797587,0.0333974,0.032033763,0.033436368,0.034191573,0.034636518,0.034198443,0.034717846,0.031819264,0.033094625,0.033493627,0.032914326,0.031049703,0.032879164,0.032544874,0.032966039,0.032670592,0.034089288,0.030542692,0.030052315,0.031697659,1
P52074,10.4615442,8.219784731,3.736265787,4.234434558,4.234434558,4.981687716,7.970700345,6.47619403,2.739928244,3.736265787,12.95238806,4.981687716,1.7435907,1.494506315,5.479856487,2.739928244,5.978025259,0.747253157,1.7435907,6.725278416,0.026175744,0.027075874,0.025167939,0.021752583,0.025070494,0.025856213,0.025523237,0.023496727,0.025277171,0.025222576,0.024478764,0.025449746,0.02424638,0.024055391,0.026979078,0.026336108,0.022825586,0.025979892,0.026331053,0.024575683,0.02475789,0.025626687,0.025095363,0.025054288,0.024351956,0.024271169,0.025462403,0.025689034,0.024566323,0.024164264,0.096161168,0.075555203,0.034343274,0.038922377,0.038922377,0.045791032,0.073265652,0.059528342,0.025185068,0.034343274,0.119056684,0.045791032,0.016026861,0.01373731,0.050370135,0.025185068,0.054949239,0.006868655,0.016026861,0.061817893,3.39E-06,2.67E-06,1.21E-06,1.37E-06,1.37E-06,1.62E-06,2.58E-06,2.10E-06,8.89E-07,1.21E-06,4.20E-06,1.62E-06,5.65E-07,4.85E-07,1.78E-06,8.89E-07,1.94E-06,2.42E-07,5.65E-07,2.18E-06,0.035613821,0.035729135,0.033815373,0.031280611,0.034025348,0.035683728,0.032842994,0.032295947,0.034357527,0.033387139,0.032251016,0.034408964,0.033914849,0.032712571,0.035286721,0.034513777,0.031036439,0.033455278,0.034769158,0.032203905,0.033067449,0.03337171,0.032459518,0.032862807,0.032035038,0.032327793,0.032476674,0.032596645,0.030987344,0.031941167,0.034518098,0.035518956,0.033340928,0.031860461,0.034161256,0.035593275,0.03361248,0.032290443,0.033617706,0.033518605,0.032267713,0.034369087,0.033557425,0.033997641,0.034745241,0.035027093,0.033639217,0.033342446,0.033032389,0.032881172,0.033584509,0.033648756,0.03151689,0.032117264,0.030781317,0.035265011,0.032124275,0.03268864,0.03101867,0.032362953,1
P31466,12.84128918,3.758426102,3.758426102,3.132021752,0.939606526,2.505617402,2.505617402,15.34690658,2.505617402,12.21488483,16.28651311,2.505617402,6.577245679,9.082863081,4.384830453,10.96207613,9.709267431,1.566010876,2.505617402,16.28651311,0.02284504,0.021810552,0.022109484,0.022850555,0.022315472,0.022444705,0.02245973,0.021240958,0.023318613,0.023556818,0.024250911,0.022542156,0.023886783,0.024090859,0.023986372,0.023744233,0.023680561,0.022771795,0.023497844,0.022659059,0.02321403,0.022413557,0.022903422,0.022472993,0.022262803,0.022876781,0.022514944,0.022394519,0.022434281,0.023247992,0.130179797,0.038101404,0.038101404,0.03175117,0.009525351,0.025400936,0.025400936,0.155580733,0.025400936,0.123829563,0.165106084,0.025400936,0.066677457,0.092078393,0.044451638,0.111129095,0.098428627,0.015875585,0.025400936,0.165106084,3.55E-06,1.04E-06,1.04E-06,8.66E-07,2.60E-07,6.93E-07,6.93E-07,4.24E-06,6.93E-07,3.38E-06,4.50E-06,6.93E-07,1.82E-06,2.51E-06,1.21E-06,3.03E-06,2.68E-06,4.33E-07,6.93E-07,4.50E-06,0.034434594,0.032546134,0.03249093,0.033836688,0.032982127,0.032501664,0.032282321,0.031766001,0.035079011,0.03465599,0.035151062,0.033845383,0.034167446,0.035449685,0.034530843,0.034669743,0.03482503,0.03237952,0.033661699,0.032349873,0.032349287,0.032957946,0.03258932,0.032745528,0.031733493,0.032015341,0.032991978,0.031064,0.032337308,0.032434937,0.035155942,0.033691333,0.032752681,0.032793168,0.034650873,0.032549208,0.033264459,0.03110225,0.035285012,0.03396663,0.035894739,0.033869174,0.033087648,0.036836723,0.034040341,0.03367763,0.035312721,0.032314113,0.033351778,0.032388412,0.032911002,0.032073347,0.033193951,0.032130749,0.031476735,0.031826634,0.033261897,0.030589598,0.033343676,0.03320749,1
P0A9R7,4.079148572,4.319098488,1.679649412,3.119348908,0.239949916,1.919599328,2.39949916,5.758797984,2.39949916,3.839198656,6.238697816,2.159549244,1.679649412,2.159549244,1.679649412,2.879398992,2.159549244,0.239949916,0.719849748,3.59924874,0.022858592,0.027486673,0.026885686,0.026569493,0.02552164,0.026084201,0.023070932,0.024786029,0.027315727,0.026025938,0.025716098,0.025231221,0.027057727,0.025949904,0.024393443,0.025757371,0.025324228,0.024382821,0.024483544,0.023313881,0.023678992,0.025015008,0.027328277,0.025367994,0.025065457,0.023376319,0.025718296,0.025463818,0.025604882,0.025215895,0.07204627,0.076284286,0.029666111,0.055094207,0.004238016,0.033904127,0.042380159,0.101712382,0.042380159,0.067808255,0.110188414,0.038142143,0.029666111,0.038142143,0.029666111,0.050856191,0.038142143,0.004238016,0.012714048,0.063570239,2.83E-06,3.00E-06,1.17E-06,2.17E-06,1.67E-07,1.33E-06,1.67E-06,4.00E-06,1.67E-06,2.67E-06,4.34E-06,1.50E-06,1.17E-06,1.50E-06,1.17E-06,2.00E-06,1.50E-06,1.67E-07,5.00E-07,2.50E-06,0.033292832,0.038670749,0.037552914,0.037332529,0.034847714,0.034307439,0.032365058,0.033566713,0.03554086,0.034381514,0.034767801,0.03252272,0.035696039,0.033901131,0.030919541,0.034104988,0.032835882,0.03278171,0.031357296,0.030572363,0.03032282,0.032925459,0.033929997,0.031295241,0.031585101,0.029761104,0.032573122,0.030782746,0.030810153,0.030458444,0.034059529,0.035814897,0.036740033,0.039076294,0.036779338,0.035719593,0.033022463,0.032602361,0.035726964,0.035678154,0.033946965,0.033090668,0.034236395,0.032084304,0.03256439,0.033501666,0.034383043,0.032913419,0.033938594,0.030036705,0.031892513,0.032216311,0.032657675,0.03226824,0.031395801,0.031013836,0.032366495,0.029904964,0.032432666,0.027935559,1
P08506,10.36449741,3.886686528,4.404911399,5.44136114,0.259112435,4.404911399,4.923136269,9.587160103,1.036449741,4.404911399,9.846272539,6.736923316,3.109349223,5.95958601,3.627574093,6.477810881,7.514260622,2.072899482,2.072899482,7.514260622,0.025930541,0.024563689,0.024739154,0.026667942,0.024503648,0.024116618,0.02437007,0.024162239,0.023798432,0.024954827,0.024098373,0.025075455,0.02553656,0.02435397,0.023281475,0.025971696,0.023881702,0.024499112,0.02460874,0.024108664,0.024878109,0.02499589,0.024225295,0.023969372,0.024578305,0.02429271,0.024794589,0.025723511,0.025039221,0.025167657,0.100382545,0.037643454,0.042662582,0.052700836,0.002509564,0.042662582,0.047681709,0.092853854,0.010038255,0.042662582,0.095363418,0.065248654,0.030114764,0.057719963,0.035133891,0.062739091,0.072777345,0.020076509,0.020076509,0.072777345,3.63E-06,1.36E-06,1.54E-06,1.90E-06,9.06E-08,1.54E-06,1.72E-06,3.35E-06,3.63E-07,1.54E-06,3.44E-06,2.36E-06,1.09E-06,2.08E-06,1.27E-06,2.27E-06,2.63E-06,7.25E-07,7.25E-07,2.63E-06,0.035197035,0.034242377,0.034354506,0.03666329,0.03498557,0.033810801,0.034133426,0.032104254,0.031638751,0.033131424,0.032568346,0.033695007,0.03389407,0.033336772,0.031398762,0.03488665,0.033182991,0.033394167,0.032226807,0.033022081,0.032191264,0.032677265,0.031995383,0.031788525,0.033018264,0.032059215,0.033265303,0.033744421,0.03335385,0.031529858,0.035752577,0.034842668,0.035771355,0.035866478,0.034259172,0.034069588,0.033790111,0.03324776,0.032979892,0.033016524,0.033222103,0.03452259,0.03354771,0.03310156,0.032168468,0.035708206,0.03264274,0.033514749,0.031747123,0.03188136,0.032601903,0.033979405,0.031552754,0.031482273,0.032179951,0.031194612,0.032171087,0.03442386,0.032850141,0.031911186,1
P75908,6.689477015,5.886739773,7.759793337,4.54884437,2.140632645,3.746107128,6.154318854,4.28126529,1.873053564,11.50590047,12.57621679,4.54884437,3.478528048,7.492214257,2.943369887,8.294951498,6.957056096,1.605474484,5.351581612,13.11137495,0.022160193,0.025634273,0.024207935,0.02219665,0.022937176,0.024783626,0.023431317,0.023739244,0.024172379,0.025004889,0.025428292,0.02480759,0.025626537,0.023866095,0.025773597,0.025502302,0.025321971,0.025815725,0.024256194,0.02512335,0.026083652,0.025314916,0.023678158,0.024150123,0.025722594,0.022649364,0.023841203,0.024016396,0.023934589,0.023240588,0.060238606,0.053009973,0.069876783,0.040962252,0.019276354,0.033733619,0.055419518,0.038552708,0.01686681,0.103610403,0.11324858,0.040962252,0.031324075,0.067467239,0.026504987,0.074695872,0.06264815,0.014457265,0.048190885,0.118067668,1.92E-06,1.69E-06,2.23E-06,1.31E-06,6.15E-07,1.08E-06,1.77E-06,1.23E-06,5.38E-07,3.31E-06,3.61E-06,1.31E-06,9.99E-07,2.15E-06,8.46E-07,2.38E-06,2.00E-06,4.61E-07,1.54E-06,3.77E-06,0.032546128,0.03531566,0.033313452,0.032046914,0.032353441,0.034213887,0.032397016,0.032391402,0.034277972,0.03344653,0.033848442,0.033251863,0.034674025,0.032153574,0.035072149,0.034417388,0.034582583,0.034281008,0.032526108,0.034908746,0.034121164,0.03383682,0.03188245,0.032595784,0.034501182,0.030365437,0.032844036,0.032380253,0.032344067,0.030700975,0.033402779,0.035628104,0.035218938,0.033172219,0.031279325,0.034702568,0.0331881,0.033430136,0.032468865,0.034596677,0.035259808,0.033328042,0.034055625,0.033039011,0.035057689,0.033104062,0.034437211,0.035303537,0.033906959,0.033632601,0.033490729,0.031929903,0.03245097,0.032202747,0.034358385,0.030546107,0.031608442,0.030436158,0.032676856,0.032087371,1
P0AEP9,12.71938285,7.527798013,4.412847111,7.787377255,2.595792418,3.114950902,9.86401119,12.71938285,4.153267869,7.527798013,15.57475451,3.634109386,2.85537166,4.153267869,7.527798013,5.191584837,4.672426353,0.259579242,2.595792418,10.64274892,0.025842598,0.025642316,0.02437477,0.025696905,0.025844711,0.02605521,0.024198384,0.02317905,0.024257983,0.023450551,0.024351131,0.023195203,0.024868701,0.025974394,0.024518126,0.026388942,0.025786818,0.025569545,0.023377271,0.024516658,0.023837944,0.023566952,0.024520728,0.024666188,0.025305378,0.023813371,0.024432034,0.024961878,0.024530502,0.023696516,0.095719699,0.056650434,0.033208875,0.058603897,0.019534632,0.023441559,0.074231603,0.095719699,0.031255412,0.056650434,0.117207794,0.027348485,0.021488096,0.031255412,0.056650434,0.039069265,0.035162338,0.001953463,0.019534632,0.080091993,3.31E-06,1.96E-06,1.15E-06,2.03E-06,6.76E-07,8.11E-07,2.57E-06,3.31E-06,1.08E-06,1.96E-06,4.05E-06,9.46E-07,7.43E-07,1.08E-06,1.96E-06,1.35E-06,1.22E-06,6.76E-08,6.76E-07,2.77E-06,0.035972376,0.036059018,0.034042912,0.036421338,0.035775061,0.035002011,0.033323836,0.031901634,0.032728547,0.032442681,0.032720558,0.03193999,0.03343068,0.036092474,0.033144205,0.03527808,0.034143037,0.033446809,0.030546198,0.032430861,0.031528578,0.031544599,0.03201968,0.033007011,0.033253809,0.031552841,0.032785073,0.031702479,0.032754076,0.031056085,0.035629283,0.035373623,0.034049376,0.035067636,0.034047504,0.034969068,0.033590318,0.033285425,0.033606616,0.031858813,0.033327489,0.032883938,0.033510461,0.035359656,0.033535679,0.034994354,0.034163621,0.034148329,0.029958087,0.032489647,0.032466855,0.033000473,0.032931806,0.032152685,0.032456192,0.032506459,0.032722987,0.032271828,0.03167624,0.031965489,1
P0A8Q0,3.587010383,1.024860109,1.024860109,0.512430055,0,0.256215027,1.537290164,1.281075137,0.256215027,3.074580328,3.587010383,2.562150273,1.024860109,2.305935246,2.305935246,0.768645082,2.562150273,1.793505191,1.024860109,3.074580328,0.020945813,0.026750185,0.024161371,0.024136019,0.023175819,0.023175021,0.025040108,0.025756822,0.024391959,0.023524477,0.022650084,0.024531397,0.02436257,0.025525281,0.026800571,0.025064986,0.026666335,0.023938282,0.024201697,0.026534558,0.026428939,0.022261124,0.025589833,0.025496793,0.024220637,0.025314553,0.022683236,0.026142108,0.028672929,0.025641465,0.124590371,0.035597249,0.035597249,0.017798624,0,0.008899312,0.053395873,0.044496561,0.008899312,0.106791747,0.124590371,0.088993122,0.035597249,0.08009381,0.08009381,0.026697937,0.088993122,0.062295186,0.035597249,0.106791747,4.61E-06,1.32E-06,1.32E-06,6.58E-07,0,3.29E-07,1.97E-06,1.65E-06,3.29E-07,3.95E-06,4.61E-06,3.29E-06,1.32E-06,2.96E-06,2.96E-06,9.87E-07,3.29E-06,2.30E-06,1.32E-06,3.95E-06,0.031715426,0.037972084,0.039014481,0.033819101,0.035067825,0.032690824,0.0354827,0.036648268,0.035273803,0.032911742,0.03161066,0.033289563,0.031257804,0.033735186,0.036650399,0.034442957,0.035340645,0.030382152,0.032370352,0.032250881,0.033022644,0.03006221,0.03193232,0.030206096,0.029976316,0.029676725,0.029244924,0.031673732,0.032821658,0.030557207,0.032733344,0.039480397,0.035221161,0.035079981,0.036462273,0.033771815,0.033671762,0.040325966,0.036632933,0.031721754,0.03145841,0.033069466,0.031815655,0.035730214,0.037573983,0.030926425,0.035154799,0.033597503,0.033649784,0.032660994,0.03099463,0.029505374,0.031927882,0.031960652,0.030953437,0.030618795,0.027623801,0.030641662,0.032977836,0.032056987,1
P0AEK7,3.787655904,2.525103936,1.010041574,1.010041574,0.505020787,1.515062362,2.272593542,3.282635117,2.525103936,6.060249447,3.787655904,4.292676691,3.282635117,4.545187085,2.020083149,2.525103936,1.767572755,2.020083149,1.515062362,4.545187085,0.023532354,0.026114031,0.022840105,0.022507256,0.022964917,0.023763177,0.026412529,0.022612852,0.023160248,0.02590158,0.026894574,0.025234428,0.025300164,0.026039242,0.026267207,0.025918715,0.023827437,0.026017388,0.027699356,0.023061407,0.0255494,0.026848579,0.02512612,0.027009409,0.024239571,0.025521873,0.026247399,0.023055482,0.023976131,0.023846677,0.075022893,0.050015262,0.020006105,0.020006105,0.010003052,0.030009157,0.045013736,0.065019841,0.050015262,0.120036629,0.075022893,0.085025946,0.065019841,0.090027472,0.04001221,0.050015262,0.035010684,0.04001221,0.030009157,0.090027472,2.78E-06,1.85E-06,7.42E-07,7.42E-07,3.71E-07,1.11E-06,1.67E-06,2.41E-06,1.85E-06,4.45E-06,2.78E-06,3.15E-06,2.41E-06,3.34E-06,1.48E-06,1.85E-06,1.30E-06,1.48E-06,1.11E-06,3.34E-06,0.034932589,0.037368046,0.032775602,0.031951802,0.033702307,0.032078851,0.035675085,0.032058897,0.031638348,0.035420252,0.036398469,0.032784306,0.034271799,0.033987979,0.034271313,0.033986499,0.03119473,0.032690978,0.035195333,0.030526322,0.032756485,0.033928407,0.03308155,0.033094732,0.031487806,0.033075653,0.032948566,0.029425211,0.031692081,0.030598474,0.035344112,0.037019426,0.032690193,0.03435586,0.034201564,0.033969879,0.032809374,0.033062095,0.033415578,0.03351825,0.038210166,0.034543527,0.035418589,0.032351865,0.03458851,0.035278298,0.031319446,0.032638625,0.035178742,0.029856991,0.033594192,0.034152352,0.034695412,0.033034011,0.031479066,0.03280329,0.031424864,0.028932994,0.029969698,0.030142841,1
P56100,1.252109383,0,0,0.250421877,0.250421877,0.250421877,0.75126563,1.001687506,0.250421877,0.75126563,1.252109383,0.250421877,0.250421877,0.500843753,0,0.500843753,0.500843753,0.500843753,0.250421877,0.500843753,0.019576402,0.018097446,0.016259959,0.015902752,0.016833397,0.01734043,0.022513174,0.015891387,0.02091653,0.014212141,0.021141236,0.020673618,0.021282326,0.021428716,0.021762927,0.019676668,0.026927013,0.022686844,0.025579743,0.023516747,0.024965513,0.027025068,0.028294863,0.031628477,0.028165223,0.035057236,0.043083554,0.038790484,0.044274878,0.046073371,0.241360935,0,0,0.048272187,0.048272187,0.048272187,0.144816561,0.193088748,0.048272187,0.144816561,0.241360935,0.048272187,0.048272187,0.096544374,0,0.096544374,0.096544374,0.096544374,0.048272187,0.096544374,6.95E-06,0,0,1.39E-06,1.39E-06,1.39E-06,4.17E-06,5.56E-06,1.39E-06,4.17E-06,6.95E-06,1.39E-06,1.39E-06,2.78E-06,0,2.78E-06,2.78E-06,2.78E-06,1.39E-06,2.78E-06,0.04861351,0.047993459,0.03585535,0.039498452,0.034445276,0.041405391,0.044338501,0.033348657,0.039573722,0.026748835,0.036642563,0.035268104,0.033265074,0.035792615,0.030136655,0.028844186,0.034524123,0.029053369,0.028352046,0.027831161,0.02773031,0.029101873,0.026744496,0.027971473,0.023599534,0.023126278,0.024682004,0.020779241,0.018501629,0.017959928,0.049498992,0.050922283,0.045500154,0.041462121,0.039296744,0.041394848,0.053515759,0.039187495,0.048237905,0.037055616,0.042031298,0.04113493,0.041653653,0.036887017,0.026649187,0.025815783,0.036970413,0.02998447,0.026040813,0.024868127,0.024092683,0.029008459,0.027679683,0.024216943,0.019348563,0.020665247,0.022344008,0.0220082,0.017209595,0.015317618,1
P52073,7.042512089,6.071131111,1.942761956,3.156988178,1.699916711,4.856904889,5.585440622,9.470964534,1.457071467,3.885523911,10.19950027,1.942761956,2.428452445,2.671297689,5.342595378,5.342595378,3.399833422,1.942761956,1.942761956,4.614059645,0.025625271,0.027134651,0.025356854,0.025894182,0.025883718,0.024387501,0.023190239,0.023728433,0.024263249,0.024048128,0.026803672,0.02686836,0.024239997,0.025283289,0.025519936,0.024509998,0.024099631,0.023830382,0.025391871,0.027785034,0.025702573,0.025415548,0.025448564,0.024985152,0.025846373,0.025345979,0.025796593,0.02417234,0.025301676,0.025295563,0.081218936,0.070016324,0.022405224,0.036408489,0.019604571,0.05601306,0.064415019,0.109225466,0.016803918,0.044810448,0.117627425,0.022405224,0.02800653,0.030807183,0.061614366,0.061614366,0.039209142,0.022405224,0.022405224,0.053212407,2.81E-06,2.42E-06,7.75E-07,1.26E-06,6.78E-07,1.94E-06,2.23E-06,3.78E-06,5.81E-07,1.55E-06,4.07E-06,7.75E-07,9.69E-07,1.07E-06,2.13E-06,2.13E-06,1.36E-06,7.75E-07,7.75E-07,1.84E-06,0.034723899,0.037963575,0.034714673,0.034541661,0.035585389,0.033271955,0.032811878,0.032394781,0.031799191,0.032363123,0.035497939,0.035423314,0.031118226,0.033262403,0.033026586,0.032500219,0.032050041,0.031869484,0.033091194,0.03578721,0.033818995,0.032418103,0.032809347,0.032708437,0.033373659,0.032192421,0.031501402,0.031511557,0.031937192,0.031131493,0.035643839,0.037029071,0.035356481,0.036546799,0.035204215,0.035415344,0.033770563,0.032203106,0.03292851,0.032796149,0.034027206,0.034387123,0.032977725,0.032932278,0.032383007,0.032467683,0.033734802,0.030966722,0.032743524,0.0353627,0.033065791,0.033302152,0.031493995,0.031543772,0.033702712,0.031884646,0.031336547,0.030090137,0.031630967,0.033072339,1
P0AB58,9.863821949,7.28044001,2.113676132,5.871322589,1.409117421,6.341028396,7.045587106,4.931910974,1.878823228,3.28794065,11.27293937,4.462205167,3.99249936,2.583381939,1.174264518,4.227352264,4.227352264,1.174264518,3.522793553,4.697058071,0.025744498,0.027140657,0.023406548,0.025157069,0.026579045,0.024735394,0.023409566,0.027091855,0.025898345,0.024932397,0.026629274,0.023527293,0.026456149,0.025888241,0.026626544,0.024657586,0.023364763,0.026692291,0.026011561,0.025779635,0.024552792,0.024639567,0.026090746,0.025111086,0.026458577,0.026381287,0.026736287,0.024139316,0.024279547,0.027029178,0.094998478,0.070117925,0.020356817,0.056546713,0.013571211,0.06107045,0.067856056,0.047499239,0.018094948,0.031666159,0.10856969,0.042975502,0.038451765,0.024880554,0.011309343,0.040713634,0.040713634,0.011309343,0.033928028,0.045237371,3.76E-06,2.78E-06,8.07E-07,2.24E-06,5.38E-07,2.42E-06,2.69E-06,1.88E-06,7.17E-07,1.25E-06,4.30E-06,1.70E-06,1.52E-06,9.86E-07,4.48E-07,1.61E-06,1.61E-06,4.48E-07,1.34E-06,1.79E-06,0.035172348,0.035916025,0.032128136,0.033234083,0.034873752,0.033797428,0.030499312,0.035851458,0.034594747,0.033219534,0.034290701,0.031109506,0.034792488,0.033729597,0.035868625,0.031653497,0.030668898,0.033467767,0.033424728,0.033382334,0.032262281,0.03176745,0.033231224,0.031566659,0.033641852,0.033484844,0.034593764,0.030873637,0.031254371,0.033387087,0.03519721,0.03613118,0.032408624,0.032796013,0.036446357,0.034565951,0.031695,0.037222999,0.036097091,0.034523778,0.03393747,0.032600759,0.034720591,0.031730649,0.034347612,0.030483499,0.029991807,0.032968209,0.034171437,0.032157388,0.031458962,0.031814779,0.03263656,0.032864461,0.036113571,0.034493542,0.032473792,0.030391097,0.030990704,0.03256882,1
